MONTH,DAY,TIME,TEMP,PRESSURE
1,16,10,5.5,10220
1,16,11,3.6,10229
1,16,12,5.3,10229
1,16,13,4.1,10232
1,16,14,5.6,10232
1,16,15,4.7,10238
1,16,16,3.9,10238
1,16,17,3.6,10239
1,16,18,4.2,10240
1,16,19,2.8,10240
1,16,20,3.2,10239
1,16,21,4.0,10236
1,16,22,2.7,10236
1,16,23,3.9,10236
1,16,24,3.5,10239
1,17,1,3.1,10241
1,17,2,2.8,10248
1,17,3,2.6,10247
1,17,4,2.6,10250
1,17,5,1.6,10255
1,17,6,0.2,10259
1,17,7,-1.8,10263
1,17,8,-2.5,10267
1,17,9,-0.7,10272
1,17,10,2.6,10275
1,17,11,3.2,10278
1,17,12,3.0,10278
1,17,13,2.7,10276
1,17,14,2.3,10277
1,17,15,1.5,10274
1,17,16,-0.1,10273
1,17,17,-1.3,10271
1,17,18,-3.1,10271
1,17,19,-3.3,10270
1,17,20,-3.5,10266
1,17,21,-4.2,10263
1,17,22,-3.6,10257
1,17,23,-3.2,10254
1,17,24,-3.1,10250
1,18,1,-3.3,10243
1,18,2,-3.2,10236
1,18,3,-3.2,10229
1,18,4,-3.9,10224
1,18,5,-3.8,10218
1,18,6,-3.8,10213
1,18,7,-3.7,10209
1,18,8,-3.7,10208
1,18,9,-2.6,10204
1,18,10,-1.5,10202
1,18,11,-0.7,10197
1,18,12,-0.3,10192
1,18,13,0.1,10185
1,18,14,-0.3,10176
1,18,15,-0.6,10174
1,18,16,-1.4,10173
1,18,17,-1.6,10176
1,18,18,-1.9,10175
1,18,19,-2.7,10175
1,18,20,-2.7,10172
1,18,21,-2.3,10168
1,18,22,-3.1,10167
1,18,23,-3.1,10166
1,18,24,-2.6,10165
1,19,1,-3.7,10162
1,19,2,-4.9,10161
1,19,3,-5.3,10160
1,19,4,-5.6,10162
1,19,5,-6.1,10161
1,19,6,-6.4,10160
1,19,7,-6.3,10160
1,19,8,-3.7,10160
1,19,9,-2.5,10164
1,19,10,-1.5,10163
1,19,11,-0.2,10162
1,19,12,1.0,10159
1,19,13,1.9,10156
1,19,14,2.1,10154
1,19,15,1.5,10156
1,19,16,1.8,10155
1,19,17,1.7,10159
1,19,18,1.6,10159
1,19,19,1.6,10161
1,19,20,0.9,10164
1,19,21,0.4,10167
1,19,22,0.3,10167
1,19,23,0.6,10171
1,19,24,0.9,10170
1,20,1,0.8,10169
1,20,2,1.2,10172
1,20,3,1.8,10170
1,20,4,1.1,10170
1,20,5,1.1,10169
1,20,6,1.6,10172
1,20,7,3.5,10175
1,20,8,2.6,10179
1,20,9,1.9,10181
1,20,10,4.8,10186
1,20,11,3.9,10190
1,20,12,4.8,10188
1,20,13,5.2,10185
1,20,14,5.6,10186
1,20,15,3.7,10188
1,20,16,3.2,10191
1,20,17,2.1,10197
1,20,18,2.1,10201
1,20,19,1.5,10205
1,20,20,0.5,10210
1,20,21,0.8,10214
1,20,22,-1.0,10216
1,20,23,-2.2,10222
1,20,24,-2.4,10226
1,21,1,-2.1,10227
1,21,2,-2.9,10231
1,21,3,-3.0,10230
1,21,4,-3.6,10233
1,21,5,-1.4,10236
1,21,6,-1.4,10242
1,21,7,-1.6,10247
1,21,8,-0.8,10254
1,21,9,-0.3,10258
1,21,10,0.0,10262
1,21,11,0.4,10262
1,21,12,0.8,10259
1,21,13,1.0,10257
1,21,14,1.2,10257
1,21,15,0.9,10261
1,21,16,0.7,10264
1,21,17,0.7,10266
1,21,18,0.7,10266
1,21,19,0.6,10266
1,21,20,-0.1,10271
1,21,21,-0.7,10273
1,21,22,-0.9,10270
1,21,23,-0.8,10265
1,21,24,-1.7,10268
1,22,1,-1.2,10264
1,22,2,-1.3,10262
1,22,3,-1.3,10259
1,22,4,-1.6,10258
1,22,5,-1.9,10255
1,22,6,-1.6,10250
1,22,7,-1.3,10245
1,22,8,-1.1,10242
1,22,9,-0.5,10237
1,22,10,1.6,10232
1,22,11,2.2,10225
1,22,12,2.4,10215
1,22,13,2.9,10207
1,22,14,3.6,10201
1,22,15,3.6,10194
1,22,16,3.2,10190
1,22,17,3.1,10188
1,22,18,3.1,10186
1,22,19,3.3,10187
1,22,20,4.1,10188
1,22,21,4.7,10192
1,22,22,5.7,10196
1,22,23,7.8,10202
1,22,24,8.0,10213
1,23,1,8.2,10222
1,23,2,8.1,10233
1,23,3,7.6,10242
1,23,4,7.5,10249
1,23,5,7.3,10261
1,23,6,7.4,10271
1,23,7,7.1,10280
1,23,8,6.9,10288
1,23,9,7.6,10295
1,23,10,8.8,10304
1,23,11,9.4,10309
1,23,12,9.9,10310
1,23,13,9.3,10317
1,23,14,9.2,10318
1,23,15,9.0,10321
1,23,16,8.2,10320
1,23,17,7.9,10324
1,23,18,8.3,10323
1,23,19,7.8,10325
1,23,20,7.6,10318
1,23,21,6.6,10320
1,23,22,6.3,10313
1,23,23,6.5,10314
1,23,24,6.3,10307
1,24,1,6.1,10307
1,24,2,5.9,10302
1,24,3,5.7,10296
1,24,4,5.6,10289
1,24,5,6.0,10281
1,24,6,6.2,10275
1,24,7,6.4,10274
1,24,8,6.7,10276
1,24,9,7.0,10275
1,24,10,7.4,10279
1,24,11,7.9,10278
1,24,12,9.0,10274
1,24,13,9.5,10273
1,24,14,10.0,10269
1,24,15,10.6,10268
1,24,16,10.7,10267
1,24,17,11.3,10268
1,24,18,11.6,10270
1,24,19,11.7,10269
1,24,20,11.4,10272
1,24,21,11.3,10274
1,24,22,10.8,10272
1,24,23,10.5,10273
1,24,24,10.3,10270
1,25,1,9.9,10269
1,25,2,8.9,10270
1,25,3,8.8,10267
1,25,4,8.4,10261
1,25,5,8.5,10258
1,25,6,8.9,10254
1,25,7,8.9,10250
1,25,8,9.3,10250
1,25,9,9.7,10246
1,25,10,10.9,10239
1,25,11,12.6,10230
1,25,12,13.4,10220
1,25,13,13.6,10211
1,25,14,13.8,10203
1,25,15,13.2,10203
1,25,16,11.5,10202
1,25,17,11.0,10201
1,25,18,10.9,10204
1,25,19,10.7,10208
1,25,20,11.3,10213
1,25,21,11.8,10217
1,25,22,11.6,10217
1,25,23,10.7,10221
1,25,24,10.5,10227
1,26,1,10.1,10231
1,26,2,9.3,10234
1,26,3,8.9,10232
1,26,4,8.6,10227
1,26,5,6.5,10229
1,26,6,6.2,10225
1,26,7,6.0,10220
1,26,8,7.9,10218
1,26,9,8.2,10211
1,26,10,8.9,10204
1,26,11,10.0,10197
1,26,12,10.1,10183
1,26,13,10.3,10175
1,26,14,10.1,10169
1,26,15,9.8,10158
1,26,16,9.9,10154
1,26,17,9.5,10153
1,26,18,9.2,10152
1,26,19,9.1,10148
1,26,20,8.9,10144
1,26,21,9.3,10141
1,26,22,9.6,10136
1,26,23,10.1,10135
1,26,24,10.6,10135
1,27,1,11.1,10134
1,27,2,11.1,10131
1,27,3,11.0,10127
1,27,4,11.0,10124
1,27,5,11.0,10120
1,27,6,10.7,10118
1,27,7,9.8,10116
1,27,8,10.0,10112
1,27,9,10.7,10113
1,27,10,11.1,10115
1,27,11,11.2,10110
1,27,12,11.3,10101
1,27,13,11.5,10094
1,27,14,11.8,10091
1,27,15,11.2,10088
1,27,16,11.2,10086
1,27,17,11.2,10087
1,27,18,11.0,10082
1,27,19,11.4,10088
1,27,20,11.5,10089
1,27,21,11.4,10090
1,27,22,9.9,10095
1,27,23,8.4,10115
1,27,24,8.3,10125
1,28,1,8.5,10134
1,28,2,8.3,10147
1,28,3,7.7,10164
1,28,4,7.0,10180
1,28,5,6.7,10191
1,28,6,6.3,10205
1,28,7,6.2,10215
1,28,8,5.6,10227
1,28,9,6.7,10238
1,28,10,7.2,10244
1,28,11,7.7,10249
1,28,12,7.8,10249
1,28,13,7.9,10246
1,28,14,8.0,10246
1,28,15,7.3,10247
1,28,16,6.4,10247
1,28,17,6.0,10248
1,28,18,5.4,10246
1,28,19,6.2,10243
1,28,20,5.8,10245
1,28,21,5.3,10235
1,28,22,5.6,10232
1,28,23,5.7,10226
1,28,24,6.7,10223
1,29,1,6.6,10215
1,29,2,7.0,10212
1,29,3,8.1,10207
1,29,4,8.5,10201
1,29,5,9.0,10197
1,29,6,9.1,10193
1,29,7,8.8,10190
1,29,8,9.1,10189
1,29,9,8.7,10183
1,29,10,9.3,10182
1,29,11,10.0,10186
1,29,12,9.8,10180
1,29,13,10.2,10174
1,29,14,10.6,10178
1,29,15,10.5,10178
1,29,16,10.5,10175
1,29,17,10.3,10175
1,29,18,10.1,10176
1,29,19,9.7,10175
1,29,20,9.6,10171
1,29,21,9.7,10165
1,29,22,9.9,10160
1,29,23,9.7,10149
1,29,24,9.8,10138
1,30,1,9.5,10126
1,30,2,9.1,10112
1,30,3,9.0,10097
1,30,4,9.1,10085
1,30,5,9.1,10074
1,30,6,9.1,10066
1,30,7,9.6,10063
1,30,8,9.0,10067
1,30,9,8.7,10061
1,30,10,8.7,10056
1,30,11,7.0,10059
1,30,12,7.9,10058
1,30,13,7.2,10058
1,30,14,7.3,10054
1,30,15,6.8,10060
1,30,16,5.8,10067
1,30,17,5.8,10073
1,30,18,6.3,10079
1,30,19,6.4,10080
1,30,20,6.9,10078
1,30,21,6.5,10084
1,30,22,6.5,10087
1,30,23,6.3,10088
1,30,24,6.3,10092
1,31,1,6.0,10088
1,31,2,6.1,10093
1,31,3,6.0,10095
1,31,4,5.8,10096
1,31,5,6.1,10088
1,31,6,6.2,10092
1,31,7,6.2,10094
1,31,8,6.5,10092
1,31,9,7.0,10092
1,31,10,7.1,10090
1,31,11,6.9,10089
1,31,12,5.9,10080
1,31,13,6.4,10072
1,31,14,6.6,10062
1,31,15,6.5,10054
1,31,16,6.6,10046
1,31,17,8.4,10044
1,31,18,9.9,10049
1,31,19,10.5,10059
1,31,20,10.1,10061
1,31,21,10.4,10076
1,31,22,10.1,10075
1,31,23,10.5,10083
1,31,24,10.8,10091
2,1,1,10.9,10099
2,1,2,10.7,10113
2,1,3,10.9,10119
2,1,4,11.0,10122
2,1,5,11.1,10124
2,1,6,11.7,10126
2,1,7,11.6,10133
2,1,8,11.1,10138
2,1,9,10.7,10141
2,1,10,11.2,10136
2,1,11,11.3,10139
2,1,12,11.6,10136
2,1,13,11.7,10137
2,1,14,11.4,10138
2,1,15,11.2,10140
2,1,16,11.1,10139
2,1,17,10.9,10140
2,1,18,11.2,10138
2,1,19,11.1,10137
2,1,20,11.4,10136
2,1,21,11.3,10136
2,1,22,11.2,10137
2,1,23,10.9,10137
2,1,24,10.8,10138
2,2,1,10.0,10141
2,2,2,9.9,10139
2,2,3,9.6,10137
2,2,4,9.5,10133
2,2,5,9.2,10129
2,2,6,9.0,10128
2,2,7,9.2,10126
2,2,8,9.3,10126
2,2,9,9.4,10124
2,2,10,9.4,10122
2,2,11,9.5,10116
2,2,12,9.2,10111
2,2,13,9.3,10102
2,2,14,9.4,10102
2,2,15,8.9,10103
2,2,16,8.4,10106
2,2,17,8.2,10112
2,2,18,7.9,10119
2,2,19,7.6,10127
2,2,20,7.9,10131
2,2,21,7.7,10137
2,2,22,7.5,10140
2,2,23,7.0,10141
2,2,24,6.8,10143
2,3,1,6.4,10143
2,3,2,6.3,10141
2,3,3,6.4,10139
2,3,4,6.3,10138
2,3,5,5.9,10139
2,3,6,5.8,10141
2,3,7,5.3,10145
2,3,8,5.3,10149
2,3,9,5.9,10153
2,3,10,6.3,10159
2,3,11,6.0,10163
2,3,12,5.2,10167
2,3,13,5.8,10172
2,3,14,6.1,10178
2,3,15,6.0,10186
2,3,16,5.9,10195
2,3,17,5.0,10198
2,3,18,5.2,10214
2,3,19,5.0,10224
2,3,20,4.8,10233
2,3,21,5.2,10240
2,3,22,4.8,10242
2,3,23,4.8,10244
2,3,24,5.3,10245
2,4,1,5.3,10243
2,4,2,5.8,10242
2,4,3,6.1,10237
2,4,4,6.2,10226
2,4,5,6.5,10218
2,4,6,6.6,10211
2,4,7,5.8,10206
2,4,8,4.7,10196
2,4,9,4.9,10187
2,4,10,5.3,10178
2,4,11,7.5,10177
2,4,12,7.8,10177
2,4,13,7.3,10180
2,4,14,7.6,10191
2,4,15,7.6,10201
2,4,16,7.5,10211
2,4,17,6.4,10221
2,4,18,6.1,10234
2,4,19,5.9,10241
2,4,20,5.4,10248
2,4,21,4.2,10251
2,4,22,3.4,10252
2,4,23,2.7,10254
2,4,24,4.3,10254
2,5,1,5.2,10247
2,5,2,6.3,10246
2,5,3,6.6,10238
2,5,4,6.8,10229
2,5,5,7.4,10222
2,5,6,8.4,10217
2,5,7,9.5,10218
2,5,8,9.3,10214
2,5,9,9.8,10215
2,5,10,10.6,10214
2,5,11,10.0,10214
2,5,12,10.4,10208
2,5,13,10.3,10202
2,5,14,10.9,10194
2,5,15,10.4,10191
2,5,16,9.2,10188
2,5,17,9.3,10184
2,5,18,9.6,10178
2,5,19,9.3,10173
2,5,20,9.2,10166
2,5,21,9.4,10159
2,5,22,9.6,10151
2,5,23,9.5,10146
2,5,24,9.4,10140
2,6,1,9.2,10131
2,6,2,9.4,10123
2,6,3,9.4,10117
2,6,4,9.3,10110
2,6,5,8.9,10100
2,6,6,9.0,10090
2,6,7,9.0,10089
2,6,8,9.0,10088
2,6,9,9.2,10086
2,6,10,9.2,10079
2,6,11,9.9,10072
2,6,12,9.9,10060
2,6,13,9.9,10052
2,6,14,10.1,10038
2,6,15,10.4,10030
2,6,16,10.6,10022
2,6,17,10.6,10015
2,6,18,10.0,10006
2,6,19,9.7,9994
2,6,20,9.4,9982
2,6,21,9.4,9968
2,6,22,10.2,9956
2,6,23,10.6,9948
2,6,24,10.0,9943
2,7,1,11.6,9932
2,7,2,11.9,9928
2,7,3,11.3,9925
2,7,4,10.6,9921
2,7,5,8.5,9929
2,7,6,7.8,9936
2,7,7,7.8,9947
2,7,8,7.5,9956
2,7,9,7.7,9961
2,7,10,8.2,9965
2,7,11,8.2,9970
2,7,12,8.5,9971
2,7,13,9.1,9976
2,7,14,8.7,9981
2,7,15,8.7,9984
2,7,16,8.1,9990
2,7,17,7.6,9990
2,7,18,6.5,9990
2,7,19,6.8,9985
2,7,20,6.9,9977
2,7,21,7.4,9965
2,7,22,7.9,9953
2,7,23,7.0,9933
2,7,24,7.2,9916
2,8,1,7.4,9898
2,8,2,8.4,9883
2,8,3,8.3,9876
2,8,4,8.6,9866
2,8,5,8.7,9857
2,8,6,9.3,9854
2,8,7,7.9,9856
2,8,8,8.0,9858
2,8,9,8.6,9859
2,8,10,8.4,9860
2,8,11,9.2,9862
2,8,12,8.7,9859
2,8,13,9.4,9855
2,8,14,9.9,9855
2,8,15,9.4,9853
2,8,16,8.9,9857
2,8,17,8.9,9862
2,8,18,8.7,9869
2,8,19,8.7,9878
2,8,20,8.5,9888
2,8,21,8.7,9898
2,8,22,9.0,9909
2,8,23,8.5,9919
2,8,24,8.3,9929
2,9,1,7.6,9934
2,9,2,7.4,9936
2,9,3,7.6,9932
2,9,4,7.6,9930
2,9,5,6.4,9927
2,9,6,6.3,9917
2,9,7,6.3,9909
2,9,8,6.3,9901
2,9,9,6.4,9892
2,9,10,6.6,9871
2,9,11,6.4,9855
2,9,12,5.5,9833
2,9,13,5.0,9821
2,9,14,4.4,9814
2,9,15,4.3,9812
2,9,16,4.8,9821
2,9,17,5.1,9829
2,9,18,5.6,9838
2,9,19,5.3,9848
2,9,20,5.9,9856
2,9,21,5.9,9863
2,9,22,5.6,9867
2,9,23,5.6,9871
2,9,24,5.7,9874
2,10,1,5.8,9876
2,10,2,4.1,9876
2,10,3,5.4,9877
2,10,4,5.2,9878
2,10,5,5.5,9882
2,10,6,5.7,9886
2,10,7,5.8,9891
2,10,8,5.4,9899
2,10,9,6.1,9906
2,10,10,6.7,9913
2,10,11,6.7,9921
2,10,12,6.9,9923
2,10,13,5.7,9929
2,10,14,6.0,9937
2,10,15,7.1,9946
2,10,16,6.8,9957
2,10,17,6.6,9967
2,10,18,5.9,9977
2,10,19,5.3,9986
2,10,20,5.6,9992
2,10,21,5.3,9998
2,10,22,5.4,10003
2,10,23,5.7,10007
2,10,24,5.6,10010
2,11,1,4.3,10013
2,11,2,5.2,10018
2,11,3,5.1,10021
2,11,4,5.0,10023
2,11,5,4.5,10025
2,11,6,4.1,10026
2,11,7,4.4,10028
2,11,8,5.0,10030
2,11,9,5.8,10034
2,11,10,6.4,10037
2,11,11,6.5,10043
2,11,12,6.8,10041
2,11,13,7.0,10039
2,11,14,7.1,10038
2,11,15,6.5,10041
2,11,16,6.2,10042
2,11,17,3.8,10041
2,11,18,1.6,10043
2,11,19,0.9,10043
2,11,20,1.7,10042
2,11,21,-0.5,10042
2,11,22,0.3,10039
2,11,23,0.0,10034
2,11,24,-0.2,10032
2,12,1,-1.1,10027
2,12,2,-1.6,10026
2,12,3,0.9,10023
2,12,4,1.5,10016
2,12,5,1.4,10014
2,12,6,1.7,10011
2,12,7,1.9,10005
2,12,8,2.2,10001
2,12,9,3.0,9996
2,12,10,3.4,9994
2,12,11,4.4,9989
2,12,12,4.8,9983
2,12,13,5.0,9976
2,12,14,5.7,9970
2,12,15,5.4,9969
2,12,16,4.4,9970
2,12,17,3.6,9969
2,12,18,3.4,9972
2,12,19,3.4,9973
2,12,20,3.7,9975
2,12,21,3.3,9975
2,12,22,2.0,9973
2,12,23,1.6,9972
2,12,24,1.5,9968
2,13,1,0.9,9962
2,13,2,0.7,9955
2,13,3,0.8,9949
2,13,4,-0.1,9943
2,13,5,-1.0,9943
2,13,6,-1.1,9936
2,13,7,-1.6,9930
2,13,8,-0.3,9924
2,13,9,0.6,9914
2,13,10,2.6,9905
2,13,11,2.7,9895
2,13,12,3.4,9885
2,13,13,3.8,9875
2,13,14,3.5,9869
2,13,15,3.5,9862
2,13,16,3.4,9859
2,13,17,2.8,9857
2,13,18,3.1,9857
2,13,19,3.0,9856
2,13,20,3.2,9853
2,13,21,3.4,9854
2,13,22,3.3,9852
2,13,23,3.3,9854
2,13,24,2.9,9855
2,14,1,2.7,9858
2,14,2,2.6,9859
2,14,3,2.2,9861
2,14,4,2.2,9864
2,14,5,2.0,9869
2,14,6,2.1,9874
2,14,7,2.4,9877
2,14,8,2.8,9882
2,14,9,2.8,9890
2,14,10,2.9,9898
